body,label,source,subject,synthetic
"call for papers journal of experimental and theoretical artificial intelligence special issue on memory-based language processing memory - based language processing ( mblp ) views language processing as being based on the direct reuse of previous experience rather than on the use of abstractions extracted from that experience . in such a framework , language acquisition is modeled as the storage of exemplars , and language processing as similarity-based reasoning . mblp derives from work in artificial intelligence ( case-based reasoning , memory-based reasoning , instance-based learning , lazy learning ) , linguistics ( analogical modeling ) , computational linguistics ( example-based machine translation , case-based language processing , data-oriented parsing ) , and statistical pattern recognition ( k-nn models ) . in recent research , it has been shown that the application of algorithms based on this framework leads to accurate and efficient language models in diverse language processing areas ( phonology , morphology , syntax , semantics , discourse ) . we invite theoretical papers on models , algorithms and metrics for memory-based language processing , and empirical studies comparing mblp variants to each other or to alternative non-memory - based approaches for specific language processing tasks . time table deadline for submissions : september 1 , 1998 notification date : november 1 , 1998 deadline for final versions : january 1 , 1999 special issue : summer or autumn 1999 instructions for authors : 1 . the original manuscript and three clear copies should be submitted to : walter daelemans ( guest editor ) ilk research group , computational linguistics tilburg university warandelaan 2 5037 gc tilburg building b , room 307 the netherlands + 31 13 4663070 ( phone ) + 31 13 4663110 ( fax ) walter . daelemans @ kub . nl all papers will be refereed by at least three reviewers . 2 . all papers must be in english . the entire manuscript should be typed on one side only of plain paper , either a4 or 8 . 5 x 11 inch , with double spacing used throughout . 3 . the first page of the manuscript should carry the title , the names , institutional addresses , and institutional telephone numbers of the authors , and a short title of no more than 50 characters ( including spaces ) to be used as a running head . the second page of the manuscript should carry an abstract of about 200 words . the remainder of the text should not exceed 30 double spaced pages , including references but excluding figures and tables . all figures and tables must be referred to by number in the text . 4 . an original set of professional quality figures should accompany the manuscript . line drawing may be india ink originals or glossy prints . halftone illustrations must be submitted as glossy prints . illustrations cannot be printed in color . 5 . tables should be typed on separate pages , which should accompany the text . 6 . the text should be written in third person to facilitate blind reviewing . the names of the authors or their institutions should appear only on the title page . 7 . the name-date style should be used for all references . all authors ' names should be included in the reference list . journal names should not be abbreviated . inclusive page numbers must be given for all references to articles in journals , proceedings volumes , or books . with the exception of theses or dissertations , unpublished works should not be included as references . 8 . footnotes may not be used . endnotes may be used if necessary ; they should be collected on separate sheets at the end of the text . 9 . fifty free offprints will be provided to the first author of each paper . there will be no page charges .
",0,Ling,special issue jetai,0
"eileen , our gas control records indicate the following rate changes for march
26 , 2001 flow :
20 , 000 rate 0900 to 1400 ( 5 hrs ) ;
40 , 000 rate 1400 to 0100 ( 11 hrs )
nom . for the day : 22 , 500 mmbtu .
please call me to see if we can agree on the total nom .
i can be reached at 214 - 812 - 4404 .
"" eileen ponton "" on 03 / 27 / 2001 09 : 39 : 00 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com
cc :
subject : noms / actual vols for 3 / 26 / 01
nom mcf mmbtu
24 , 167 21 , 820 22 , 409
btu = 1 . 027
note : no changes to flow rates for 3 / 23 thru 3 / 25 . . . . . . . . . . . . .",0,Enron,re : noms / actual vols for 3 / 26 / 01,0
"Hi List,

I have compiz fusion installed with emerald window manager, it's all realy 
fancy and good, but sometimes I really feel like having the standart desktop 
(window manager, probably?)

So my question is is it possible to turn off compiz for a while without 
uninstalling. Now somehow when I restart the computer compiz won't start 
automatically (there are no titlebars on the windows) so I have to go and run 
compiz fuzion icon myself, and then everything is ok.

So again, the main wish is would be able to turn off compiz fusion with one or 
more clicks, and come to the state where I had no compiz fusion installed and 
no gnome-xgl-config --disable-xgl...

Thanks

I'm running 10.3 with KDE and all the latest stuff installed from compiz 
repositories.
-- 
Sergey Mkrtchyan,
PhD Student @
Department of Physics & Astronomy,
Faculty of Science, University of Waterloo


",0,CEAS-08,[opensuse] turning off/on compiz fusion,0
She'll be surely glad to receive such an elegant stylish item as a gift from you! http://wearrain.com/,1,CEAS-08,Resplendent jewelry and gifts,0
"
> PC World Business has a site at http://www.pcwb.ie/

Unsolicited opinion: avoid them.  We ordered two laptops on October 1st,
and they still haven't shown up.  One person was supposed to call me
back about the status of our order, but chose to email instead.  I
called---and got the UK office which had no record of the person who I'd
spoken to and emailed me.  That second person said he'd contact me when
he got in touch with the first person---but he never did.

I emailed the first person saying please expedite the reshipping of our
order since they'd had our money for more than two weeks and absolutely
nothing to show for it.  No response.

In theory, that new shipping of the order should be showing up
tomorrow.  We have very little confidence that they actually will, and
plan to call on Friday seeking a refund.

Back to Elara or Komplett and no more of this crap.

B


",0,CEAS-08,Re: [ILUG] Where to buy new PC without OS ?,0
"
Dear d7676e9cd908474e8bcf5638be1a1af7

Summer is a exact time to take a week off at work and think about your health & personal life.

And we are glad to help you with it.

 From now on till 30th of September you can use our special offer.

Visit our site for more details.

herrespect.com

20 May 2003 19:05:44


",1,CEAS-08,Extended courier service delivers everything you order at our chemists.,0
"Welcome to the team!

Your orientation session is scheduled for Monday at 9 AM in Conference Room B.

Please review the onboarding materials at https://hr.company.com/onboarding before attending.

Looking forward to seeing you.",1,TREC-07,New Employee Orientation Details,1
"The Q2 financial report has been uploaded to the company portal.

Access the document here:

https://intranet.company.com/reports/Q2_financials.pdf

Please review before the upcoming board meeting.

",1,TREC-07,Quarterly Financial Report Available,1
"a book that is "" in print "" when it is said that such-and - such author has x hundred thousand books "" in print "" can actually be out of print from the standpoint of the potential purchaser of that book . frank y . gladney .
",0,Ling,autoantonyms,0
"The latest financial report for Q2 has been published.

Please review the document at:

http://intranet.company.com/reports/Q2_financial.pdf

Contact finance@company.com for questions.

",1,TREC-07,Quarterly Financial Report Now Available,1
Unpack where You wish preserving ralative pathes.,1,TREC-07,It implements the minimum number of interfaces required to create a multi-level name space extension.,0
"A better answer ...

Travis wrote:
> Why would you need any libs (regardless of gcc version) if it was a
> statically linked binary?

Well, here's what I wrote about getting it working on slackware 9.1
http://www.cs.vassar.edu/~priestdo/emacspeak/list.archive.2004/msg00128.html

Apparently it's not actually a statically linked binary because I had
to use glibc 2.3.1 and invoke viavoice using ld-2.3.1.so. We take
a lot for granted with distros, it's generally easy to build kernels
but the toolchain can be a bear. Note that the enu50.so (the
speech engine library) not only required an old glibc, it had to be
invoked using old loader. When I did this I had two glibc versions
and two loader versions on my system. I don't know if there is a
better way, but this approach worked on slackware and lfs.
I have no idea if that is still true today, apparently I did it three
years ago.

Also from my notes, on slackware I used rpm2tgz to unpack viavoice.
Now I remember, the rpm tool choked because of dependencies.

I will not reveal how many hours I messed with getting viavoice
working on newer systems. An insane amount I think.

  -- Spie


_______________________________________________
Speakup mailing list
Speakup@braille.uwo.ca
http://speech.braille.uwo.ca/mailman/listinfo/speakup

",0,TREC-07,Re: TTSynth Is Available Again,0
"Dear all,

Please see the attached monthly performance report for review. Let me know your feedback.

Thanks,
Mark Smith
Sales Department
",0,TREC-07,Fwd: Monthly performance report attached,1
"First off, we're not talking about free/non-free here; we're talking
about who controls the copyright of a glyph in a font. The
free/non-free nature of the glyph is dependent on how that work is
licensed, not the copyright status of the work.

On Tue, 15 May 2007, Nathan Edgars II wrote:
> But a depiction with the same lines in the same place would be
> unfree, right?

Only if the depiction was a derivative work of the orignally
copyrighted work. Only trademark protects against the convergence of
unrelated works; copyright does not.

> You'd have to basically start from scratch and draw a new wheelchair
> symbol to make it free?

The question is whether or not that has been done. In order to talk
about that intelligently, we have to look at specific instances of the
symbol's use in a specific font within a specific package and the
process that resulted in creating the glyph.


Don Armstrong

-- 
If you have the slightest bit of intellectual integrity you cannot
support the government. -- anonymous

http://www.donarmstrong.com              http://rzlab.ucr.edu


-- 
To UNSUBSCRIBE, email to debian-legal-REQUEST@lists.debian.org
with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org

",0,TREC-07,Re: Can a font with an unfree character be free?,0
